index,Banco,Contrato,Origen,Tipo archivo recaudo,Hora,DiaSemana,Total recaudo,Total transacciones
32977,bancoomeva,industria y comercio,p,pagos web,20,4,240405,1
32978,bancoomeva s.a.,alumbrado publico,n,pagos web,19,4,96751,1
32979,bancoomeva s.a.,aprov.esp.pub,n,pagos web,9,4,666098,1
32980,bancoomeva s.a.,delineación urbana,p,pagos web,10,4,2138000,1
32981,bancoomeva s.a.,facilidades,a,pagos web,10,4,8413486,1
32982,bancoomeva s.a.,facilidades,a,pagos web,19,4,59294,1
32983,bancoomeva s.a.,facilidades,n,pagos web,14,0,30265714,2
32984,bancoomeva s.a.,facilidades,p,pagos web,9,1,29780,1
32985,bancoomeva s.a.,facilidades,p,pagos web,9,3,3745262,1
32986,bancoomeva s.a.,facilidades,p,pagos web,9,4,7916471,3
32987,bancoomeva s.a.,facilidades,p,pagos web,10,0,398894,1
32988,bancoomeva s.a.,facilidades,p,pagos web,10,1,29780,1
32989,bancoomeva s.a.,facilidades,p,pagos web,10,3,841965,1
32990,bancoomeva s.a.,facilidades,p,pagos web,11,2,272269,2
32991,bancoomeva s.a.,facilidades,p,pagos web,11,5,1841960,1
32992,bancoomeva s.a.,facilidades,p,pagos web,12,1,96136,1
32993,bancoomeva s.a.,facilidades,p,pagos web,13,2,191792,1
32994,bancoomeva s.a.,facilidades,p,pagos web,13,3,560006,2
32995,bancoomeva s.a.,facilidades,p,pagos web,13,5,2361320,2
32996,bancoomeva s.a.,facilidades,p,pagos web,14,1,124718,1
32997,bancoomeva s.a.,facilidades,p,pagos web,14,3,146044,1
32998,bancoomeva s.a.,facilidades,p,pagos web,15,2,10830447,2
32999,bancoomeva s.a.,facilidades,p,pagos web,15,4,1197643,1
33000,bancoomeva s.a.,facilidades,p,pagos web,16,0,146044,1
33001,bancoomeva s.a.,facilidades,p,pagos web,16,2,146044,1
33002,bancoomeva s.a.,facilidades,p,pagos web,16,3,262090,1
33003,bancoomeva s.a.,facilidades,p,pagos web,17,1,2703989,2
33004,bancoomeva s.a.,facilidades,p,pagos web,17,2,497626,1
33005,bancoomeva s.a.,facilidades,p,pagos web,17,3,208465,1
33006,bancoomeva s.a.,facilidades,p,pagos web,17,6,1035240,1
33007,bancoomeva s.a.,facilidades,p,pagos web,18,5,124861,1
33008,bancoomeva s.a.,facilidades,p,pagos web,19,1,9688594,1
33009,bancoomeva s.a.,facilidades,p,pagos web,20,5,3668778,1
33010,bancoomeva s.a.,facilidades,p,pagos web,21,1,1541642,2
33011,bancoomeva s.a.,facilidades,p,pagos web,22,3,207213,1
33012,bancoomeva s.a.,impuesto predial,a,pagos web,6,2,116282,1
33013,bancoomeva s.a.,impuesto predial,a,pagos web,6,3,120353,1
33014,bancoomeva s.a.,impuesto predial,a,pagos web,7,0,473270,4
33015,bancoomeva s.a.,impuesto predial,a,pagos web,7,2,116282,1
33016,bancoomeva s.a.,impuesto predial,a,pagos web,7,3,120353,1
33017,bancoomeva s.a.,impuesto predial,a,pagos web,8,1,1076424,1
33018,bancoomeva s.a.,impuesto predial,a,pagos web,8,3,1176032,4
33019,bancoomeva s.a.,impuesto predial,a,pagos web,8,5,656838,1
33020,bancoomeva s.a.,impuesto predial,a,pagos web,9,1,270504,1
33021,bancoomeva s.a.,impuesto predial,a,pagos web,9,2,409248,1
33022,bancoomeva s.a.,impuesto predial,a,pagos web,10,5,1367550,4
33023,bancoomeva s.a.,impuesto predial,a,pagos web,11,0,294717,1
33024,bancoomeva s.a.,impuesto predial,a,pagos web,11,2,458908,4
33025,bancoomeva s.a.,impuesto predial,a,pagos web,11,4,1269919,1
33026,bancoomeva s.a.,impuesto predial,a,pagos web,12,1,831041,2
33027,bancoomeva s.a.,impuesto predial,a,pagos web,12,3,1245731,1
33028,bancoomeva s.a.,impuesto predial,a,pagos web,12,5,232564,2
33029,bancoomeva s.a.,impuesto predial,a,pagos web,14,0,1796618,1
33030,bancoomeva s.a.,impuesto predial,a,pagos web,15,0,691472,3
33031,bancoomeva s.a.,impuesto predial,a,pagos web,15,4,342338,2
33032,bancoomeva s.a.,impuesto predial,a,pagos web,16,0,300036,1
33033,bancoomeva s.a.,impuesto predial,a,pagos web,17,1,436707,3
33034,bancoomeva s.a.,impuesto predial,a,pagos web,17,2,333872,2
33035,bancoomeva s.a.,impuesto predial,a,pagos web,18,0,611976,3
33036,bancoomeva s.a.,impuesto predial,a,pagos web,18,1,342417,1
33037,bancoomeva s.a.,impuesto predial,a,pagos web,18,2,236622,1
33038,bancoomeva s.a.,impuesto predial,a,pagos web,19,0,1052309,7
33039,bancoomeva s.a.,impuesto predial,a,pagos web,19,3,454696,1
33040,bancoomeva s.a.,impuesto predial,a,pagos web,20,0,175756,1
33041,bancoomeva s.a.,impuesto predial,a,pagos web,20,2,121159,1
33042,bancoomeva s.a.,impuesto predial,a,pagos web,20,3,440651,3
33043,bancoomeva s.a.,impuesto predial,a,pagos web,20,4,329171,1
33044,bancoomeva s.a.,impuesto predial,a,pagos web,21,2,209191,1
33045,bancoomeva s.a.,impuesto predial,a,pagos web,21,3,240706,2
33046,bancoomeva s.a.,impuesto predial,n,pagos web,8,0,712308,2
33047,bancoomeva s.a.,impuesto predial,n,pagos web,8,1,712308,2
33048,bancoomeva s.a.,impuesto predial,n,pagos web,8,4,4911454,3
33049,bancoomeva s.a.,impuesto predial,n,pagos web,8,5,452081,1
33050,bancoomeva s.a.,impuesto predial,n,pagos web,8,6,520672,1
33051,bancoomeva s.a.,impuesto predial,n,pagos web,9,2,170848,1
33052,bancoomeva s.a.,impuesto predial,n,pagos web,9,5,1602057,1
33053,bancoomeva s.a.,impuesto predial,n,pagos web,10,0,2642421,4
33054,bancoomeva s.a.,impuesto predial,n,pagos web,10,1,6944954,1
33055,bancoomeva s.a.,impuesto predial,n,pagos web,10,2,1815946,1
33056,bancoomeva s.a.,impuesto predial,n,pagos web,10,3,152298,1
33057,bancoomeva s.a.,impuesto predial,n,pagos web,11,1,712308,2
33058,bancoomeva s.a.,impuesto predial,n,pagos web,11,2,1303867,1
33059,bancoomeva s.a.,impuesto predial,n,pagos web,11,3,57464,1
33060,bancoomeva s.a.,impuesto predial,n,pagos web,11,5,8624,1
33061,bancoomeva s.a.,impuesto predial,n,pagos web,12,3,141104,1
33062,bancoomeva s.a.,impuesto predial,n,pagos web,12,5,5980,1
33063,bancoomeva s.a.,impuesto predial,n,pagos web,13,0,6451437,2
33064,bancoomeva s.a.,impuesto predial,n,pagos web,13,1,496454,1
33065,bancoomeva s.a.,impuesto predial,n,pagos web,13,4,228422,1
33066,bancoomeva s.a.,impuesto predial,n,pagos web,14,0,1329150,2
33067,bancoomeva s.a.,impuesto predial,n,pagos web,14,1,600597,1
33068,bancoomeva s.a.,impuesto predial,n,pagos web,14,4,1165770,1
33069,bancoomeva s.a.,impuesto predial,n,pagos web,15,0,310951,1
33070,bancoomeva s.a.,impuesto predial,n,pagos web,15,1,627444,1
33071,bancoomeva s.a.,impuesto predial,n,pagos web,15,3,1850672,2
33072,bancoomeva s.a.,impuesto predial,n,pagos web,17,2,1765153,1
33073,bancoomeva s.a.,impuesto predial,n,pagos web,17,3,813857,1
33074,bancoomeva s.a.,impuesto predial,n,pagos web,17,4,592500,2
33075,bancoomeva s.a.,impuesto predial,n,pagos web,17,5,860,1
33076,bancoomeva s.a.,impuesto predial,n,pagos web,18,5,83687,1
33077,bancoomeva s.a.,impuesto predial,n,pagos web,19,0,610294,1
33078,bancoomeva s.a.,impuesto predial,n,pagos web,19,1,146065,1
33079,bancoomeva s.a.,impuesto predial,n,pagos web,19,5,860,1
33080,bancoomeva s.a.,impuesto predial,n,pagos web,20,0,728158,1
33081,bancoomeva s.a.,impuesto predial,n,pagos web,20,1,525251,1
33082,bancoomeva s.a.,impuesto predial,n,pagos web,20,4,559563,1
33083,bancoomeva s.a.,impuesto predial,n,pagos web,21,3,299922,1
33084,bancoomeva s.a.,impuesto predial,p,pagos web,0,1,143215,1
33085,bancoomeva s.a.,impuesto predial,p,pagos web,0,2,348006,1
33086,bancoomeva s.a.,impuesto predial,p,pagos web,0,3,1809427,3
33087,bancoomeva s.a.,impuesto predial,p,pagos web,0,4,2035599,1
33088,bancoomeva s.a.,impuesto predial,p,pagos web,0,5,140524,1
33089,bancoomeva s.a.,impuesto predial,p,pagos web,1,2,1470861,1
33090,bancoomeva s.a.,impuesto predial,p,pagos web,2,4,317211,1
33091,bancoomeva s.a.,impuesto predial,p,pagos web,5,0,138025,1
33092,bancoomeva s.a.,impuesto predial,p,pagos web,5,2,139999,1
33093,bancoomeva s.a.,impuesto predial,p,pagos web,6,1,1125458,5
33094,bancoomeva s.a.,impuesto predial,p,pagos web,6,2,756420,6
33095,bancoomeva s.a.,impuesto predial,p,pagos web,6,3,833495,2
33096,bancoomeva s.a.,impuesto predial,p,pagos web,6,4,141810,1
33097,bancoomeva s.a.,impuesto predial,p,pagos web,6,5,487559,15
33098,bancoomeva s.a.,impuesto predial,p,pagos web,6,6,41450,1
33099,bancoomeva s.a.,impuesto predial,p,pagos web,7,0,1069038,2
33100,bancoomeva s.a.,impuesto predial,p,pagos web,7,1,1480717,5
33101,bancoomeva s.a.,impuesto predial,p,pagos web,7,2,62028773,15
33102,bancoomeva s.a.,impuesto predial,p,pagos web,7,3,2795773,5
33103,bancoomeva s.a.,impuesto predial,p,pagos web,7,4,1634255,4
33104,bancoomeva s.a.,impuesto predial,p,pagos web,7,5,841163,2
33105,bancoomeva s.a.,impuesto predial,p,pagos web,7,6,546605,3
33106,bancoomeva s.a.,impuesto predial,p,pagos web,8,0,6941894,4
33107,bancoomeva s.a.,impuesto predial,p,pagos web,8,1,22778936,15
33108,bancoomeva s.a.,impuesto predial,p,pagos web,8,2,6840585,11
33109,bancoomeva s.a.,impuesto predial,p,pagos web,8,3,2101564,5
33110,bancoomeva s.a.,impuesto predial,p,pagos web,8,4,13512714,14
33111,bancoomeva s.a.,impuesto predial,p,pagos web,8,5,2567008,7
33112,bancoomeva s.a.,impuesto predial,p,pagos web,8,6,381667,4
33113,bancoomeva s.a.,impuesto predial,p,pagos web,9,0,19464712,12
33114,bancoomeva s.a.,impuesto predial,p,pagos web,9,1,8976231,17
33115,bancoomeva s.a.,impuesto predial,p,pagos web,9,2,6629768,14
33116,bancoomeva s.a.,impuesto predial,p,pagos web,9,3,7777408,15
33117,bancoomeva s.a.,impuesto predial,p,pagos web,9,4,4431091,13
33118,bancoomeva s.a.,impuesto predial,p,pagos web,9,5,2198465,6
33119,bancoomeva s.a.,impuesto predial,p,pagos web,9,6,1540611,6
33120,bancoomeva s.a.,impuesto predial,p,pagos web,10,0,10271083,14
33121,bancoomeva s.a.,impuesto predial,p,pagos web,10,1,12587752,12
33122,bancoomeva s.a.,impuesto predial,p,pagos web,10,2,24175918,15
33123,bancoomeva s.a.,impuesto predial,p,pagos web,10,3,98582743,15
33124,bancoomeva s.a.,impuesto predial,p,pagos web,10,4,33668571,15
33125,bancoomeva s.a.,impuesto predial,p,pagos web,10,5,11323803,13
33126,bancoomeva s.a.,impuesto predial,p,pagos web,10,6,1292535,4
33127,bancoomeva s.a.,impuesto predial,p,pagos web,11,0,12317518,20
33128,bancoomeva s.a.,impuesto predial,p,pagos web,11,1,63877928,22
33129,bancoomeva s.a.,impuesto predial,p,pagos web,11,2,1856122,8
33130,bancoomeva s.a.,impuesto predial,p,pagos web,11,3,5442558,13
33131,bancoomeva s.a.,impuesto predial,p,pagos web,11,4,157207944,16
33132,bancoomeva s.a.,impuesto predial,p,pagos web,11,5,5571931,11
33133,bancoomeva s.a.,impuesto predial,p,pagos web,11,6,3199245,10
33134,bancoomeva s.a.,impuesto predial,p,pagos web,12,0,82452578,10
33135,bancoomeva s.a.,impuesto predial,p,pagos web,12,1,12666546,24
33136,bancoomeva s.a.,impuesto predial,p,pagos web,12,2,7558668,17
33137,bancoomeva s.a.,impuesto predial,p,pagos web,12,3,9383915,11
33138,bancoomeva s.a.,impuesto predial,p,pagos web,12,4,8738256,8
33139,bancoomeva s.a.,impuesto predial,p,pagos web,12,5,20556261,11
33140,bancoomeva s.a.,impuesto predial,p,pagos web,12,6,6692114,9
33141,bancoomeva s.a.,impuesto predial,p,pagos web,13,0,11003817,24
33142,bancoomeva s.a.,impuesto predial,p,pagos web,13,1,17092561,19
33143,bancoomeva s.a.,impuesto predial,p,pagos web,13,2,13010867,20
33144,bancoomeva s.a.,impuesto predial,p,pagos web,13,3,6741796,8
33145,bancoomeva s.a.,impuesto predial,p,pagos web,13,4,15620732,7
33146,bancoomeva s.a.,impuesto predial,p,pagos web,13,5,3080788,4
33147,bancoomeva s.a.,impuesto predial,p,pagos web,13,6,1551677,1
33148,bancoomeva s.a.,impuesto predial,p,pagos web,14,0,6048664,14
33149,bancoomeva s.a.,impuesto predial,p,pagos web,14,1,3575510,13
33150,bancoomeva s.a.,impuesto predial,p,pagos web,14,2,14626681,15
33151,bancoomeva s.a.,impuesto predial,p,pagos web,14,3,30206369,23
33152,bancoomeva s.a.,impuesto predial,p,pagos web,14,4,4283814,11
33153,bancoomeva s.a.,impuesto predial,p,pagos web,14,5,1081394,3
33154,bancoomeva s.a.,impuesto predial,p,pagos web,14,6,96486,2
