Banco;Contrato;Origen;Tipo archivo recaudo;Hora;Dia semana;Total recaudo;Total transacciones
banco de bogota;facilidades;p;pagos web;17;5;681096;2
banco de bogota;facilidades;p;pagos web;17;6;2293952;4
banco de bogota;facilidades;p;pagos web;18;0;31261997;6
banco de bogota;facilidades;p;pagos web;18;1;11380736;12
banco de bogota;facilidades;p;pagos web;18;2;4436443;8
banco de bogota;facilidades;p;pagos web;18;3;4977347;4
banco de bogota;facilidades;p;pagos web;18;4;10652471;10
banco de bogota;facilidades;p;pagos web;18;5;8480212;4
banco de bogota;facilidades;p;pagos web;18;6;2049851;3
banco de bogota;facilidades;p;pagos web;19;0;2408084;2
banco de bogota;facilidades;p;pagos web;19;1;3472327;4
banco de bogota;facilidades;p;pagos web;19;2;13843108;6
banco de bogota;facilidades;p;pagos web;19;3;11532581;3
banco de bogota;facilidades;p;pagos web;19;4;7911153;6
banco de bogota;facilidades;p;pagos web;19;6;5806099;5
banco de bogota;facilidades;p;pagos web;20;0;1631837;3
banco de bogota;facilidades;p;pagos web;20;1;6054086;7
banco de bogota;facilidades;p;pagos web;20;2;8587541;5
banco de bogota;facilidades;p;pagos web;20;3;10297497;6
banco de bogota;facilidades;p;pagos web;20;4;7548705;7
banco de bogota;facilidades;p;pagos web;20;6;1551628;3
banco de bogota;facilidades;p;pagos web;21;0;646243;2
banco de bogota;facilidades;p;pagos web;21;1;2874430;7
banco de bogota;facilidades;p;pagos web;21;2;2813513;3
banco de bogota;facilidades;p;pagos web;21;3;2347581;2
banco de bogota;facilidades;p;pagos web;21;4;3031311;3
banco de bogota;facilidades;p;pagos web;21;6;352652;1
banco de bogota;facilidades;p;pagos web;22;0;5313732;5
banco de bogota;facilidades;p;pagos web;22;1;2374277;4
banco de bogota;facilidades;p;pagos web;22;2;4304362;7
banco de bogota;facilidades;p;pagos web;22;3;2989889;4
banco de bogota;facilidades;p;pagos web;22;4;680865;2
banco de bogota;facilidades;p;pagos web;22;5;561480;1
banco de bogota;facilidades;p;pagos web;23;2;320355;1
banco de bogota;facilidades;p;pagos web;23;4;148223;2
banco de bogota;facilidades;p;pagos web;23;5;161310;1
banco de bogota;facilidades;p;pagos web;23;6;2969186;3
banco de bogota;impuesto predial;a;pagos web;0;1;70707;1
banco de bogota;impuesto predial;a;pagos web;0;2;155644;2
banco de bogota;impuesto predial;a;pagos web;0;3;46368;1
banco de bogota;impuesto predial;a;pagos web;0;4;608451;3
banco de bogota;impuesto predial;a;pagos web;1;4;116558;2
banco de bogota;impuesto predial;a;pagos web;2;2;124784;1
banco de bogota;impuesto predial;a;pagos web;3;5;126664;1
banco de bogota;impuesto predial;a;pagos web;4;1;505017;1
banco de bogota;impuesto predial;a;pagos web;4;4;1507829;1
banco de bogota;impuesto predial;a;pagos web;5;0;1374916;1
banco de bogota;impuesto predial;a;pagos web;5;1;28985;2
banco de bogota;impuesto predial;a;pagos web;5;2;3314233;4
banco de bogota;impuesto predial;a;pagos web;5;4;518;1
banco de bogota;impuesto predial;a;pagos web;5;5;525369;1
banco de bogota;impuesto predial;a;pagos web;6;0;757041;3
banco de bogota;impuesto predial;a;pagos web;6;1;6465121;1
banco de bogota;impuesto predial;a;pagos web;6;2;2749327;4
banco de bogota;impuesto predial;a;pagos web;6;4;11429;1
banco de bogota;impuesto predial;a;pagos web;6;5;657293;1
banco de bogota;impuesto predial;a;pagos web;6;6;32078;1
banco de bogota;impuesto predial;a;pagos web;7;0;835669;2
banco de bogota;impuesto predial;a;pagos web;7;1;1117075;4
banco de bogota;impuesto predial;a;pagos web;7;2;2587689;3
banco de bogota;impuesto predial;a;pagos web;7;3;10750004;9
banco de bogota;impuesto predial;a;pagos web;7;4;3257740;2
banco de bogota;impuesto predial;a;pagos web;7;5;3189111;4
banco de bogota;impuesto predial;a;pagos web;7;6;103645;1
banco de bogota;impuesto predial;a;pagos web;8;0;2422028;6
banco de bogota;impuesto predial;a;pagos web;8;1;8739461;13
banco de bogota;impuesto predial;a;pagos web;8;2;6038625;6
banco de bogota;impuesto predial;a;pagos web;8;3;2852;1
banco de bogota;impuesto predial;a;pagos web;8;4;5355131;14
banco de bogota;impuesto predial;a;pagos web;8;5;1480059;2
banco de bogota;impuesto predial;a;pagos web;9;0;821190;4
banco de bogota;impuesto predial;a;pagos web;9;1;4928997;13
banco de bogota;impuesto predial;a;pagos web;9;2;4242691;6
banco de bogota;impuesto predial;a;pagos web;9;3;2127158;5
banco de bogota;impuesto predial;a;pagos web;9;4;4830742;13
banco de bogota;impuesto predial;a;pagos web;9;5;3590722;4
banco de bogota;impuesto predial;a;pagos web;9;6;2314850;4
banco de bogota;impuesto predial;a;pagos web;10;0;14175582;14
banco de bogota;impuesto predial;a;pagos web;10;1;1138210;5
banco de bogota;impuesto predial;a;pagos web;10;2;10693365;10
banco de bogota;impuesto predial;a;pagos web;10;3;1923240;5
banco de bogota;impuesto predial;a;pagos web;10;4;7422441;8
banco de bogota;impuesto predial;a;pagos web;10;5;7999144;7
banco de bogota;impuesto predial;a;pagos web;10;6;4025046;9
banco de bogota;impuesto predial;a;pagos web;11;0;4188605;11
banco de bogota;impuesto predial;a;pagos web;11;1;2118035;9
banco de bogota;impuesto predial;a;pagos web;11;2;13978284;16
banco de bogota;impuesto predial;a;pagos web;11;3;373163;2
banco de bogota;impuesto predial;a;pagos web;11;4;6800181;8
banco de bogota;impuesto predial;a;pagos web;11;5;500815;4
banco de bogota;impuesto predial;a;pagos web;11;6;341157;6
banco de bogota;impuesto predial;a;pagos web;12;0;2712985;9
banco de bogota;impuesto predial;a;pagos web;12;1;970510;5
banco de bogota;impuesto predial;a;pagos web;12;2;985501;3
banco de bogota;impuesto predial;a;pagos web;12;3;2604940;4
banco de bogota;impuesto predial;a;pagos web;12;4;752488;4
banco de bogota;impuesto predial;a;pagos web;12;5;1932793;3
banco de bogota;impuesto predial;a;pagos web;12;6;307499;2
banco de bogota;impuesto predial;a;pagos web;13;0;7889202;5
banco de bogota;impuesto predial;a;pagos web;13;1;1690257;8
banco de bogota;impuesto predial;a;pagos web;13;2;2727550;7
banco de bogota;impuesto predial;a;pagos web;13;3;3095687;4
banco de bogota;impuesto predial;a;pagos web;13;4;1229806;4
banco de bogota;impuesto predial;a;pagos web;13;5;652262;4
banco de bogota;impuesto predial;a;pagos web;13;6;1902474;3
banco de bogota;impuesto predial;a;pagos web;14;0;1995057;8
banco de bogota;impuesto predial;a;pagos web;14;1;5515856;6
banco de bogota;impuesto predial;a;pagos web;14;2;10081686;8
banco de bogota;impuesto predial;a;pagos web;14;3;976520;1
banco de bogota;impuesto predial;a;pagos web;14;4;1029869;2
banco de bogota;impuesto predial;a;pagos web;14;5;9501546;3
banco de bogota;impuesto predial;a;pagos web;14;6;1125746;6
banco de bogota;impuesto predial;a;pagos web;15;0;1451736;1
banco de bogota;impuesto predial;a;pagos web;15;1;4771156;10
