contrato;tipo_archivo_recaudo;periodo;mes;total_recaudo;total_transacciones;periodo_mes
impuesto predial;presencial;2023;7;22121949528;49906;2023-7-1
impuesto predial;virtual;2023;7;18352986284;19275;2023-7-1
impuesto telefonico;presencial;2023;7;1631419706;57;2023-7-1
impuesto telefonico;virtual;2023;7;136883836;9;2023-7-1
industria y comercio;presencial;2023;7;1,44426E+11;12994;2023-7-1
industria y comercio;virtual;2023;7;37414157550;9233;2023-7-1
ingresos no tributarios;presencial;2023;7;327093587;273;2023-7-1
ingresos no tributarios;virtual;2023;7;160942372;49;2023-7-1
movilidad;presencial;2023;7;13801143020;51166;2023-7-1
movilidad;virtual;2023;7;204718100;68;2023-7-1
multas codigo de policia;presencial;2023;7;115998090;369;2023-7-1
otros ingresos;presencial;2023;7;1,25358E+11;86;2023-7-1
otros ingresos;virtual;2023;7;456613676;10;2023-7-1
pot;presencial;2023;7;1287133682;217;2023-7-1
publicidad exterior visual;presencial;2023;7;31613251;49;2023-7-1
publicidad exterior visual;virtual;2023;7;193219310;215;2023-7-1
recursos fonset;presencial;2023;7;116646966;5;2023-7-1
recursos fonset;virtual;2023;7;7708183479;95;2023-7-1
rendimientos financieros y recursos no ejecutados;presencial;2023;7;3711754228;144;2023-7-1
rendimientos financieros y recursos no ejecutados;virtual;2023;7;6757170895;388;2023-7-1
rentas contractuales;presencial;2023;7;5015913847;549;2023-7-1
rentas contractuales;virtual;2023;7;264239794;120;2023-7-1
retencion ica;presencial;2023;7;1486801275;59;2023-7-1
retencion ica;virtual;2023;7;12051381923;920;2023-7-1
servicios;presencial;2023;7;6712756;649;2023-7-1
servicios;virtual;2023;7;1965004;200;2023-7-1
sobretasa a la gasolina;presencial;2023;7;11818693000;8;2023-7-1
tasa pro deporte;presencial;2023;7;2043293536;177;2023-7-1
transferencias;virtual;2023;7;3913334708;42;2023-7-1
alumbrado publico;presencial;2023;8;7566587947;388;2023-8-1
alumbrado publico;virtual;2023;8;252628;1;2023-8-1
aportes voluntarios;presencial;2023;8;311185;1;2023-8-1
aprov.esp.pub;presencial;2023;8;334546109;395;2023-8-1
aprov.esp.pub;virtual;2023;8;14435860;12;2023-8-1
circulacion y transito;presencial;2023;8;5499816617;777;2023-8-1
cuotas partes jubilatorias;presencial;2023;8;158502219;42;2023-8-1
deguello de ganado;virtual;2023;8;369514000;2;2023-8-1
delineacion urbana;presencial;2023;8;1191092849;153;2023-8-1
delineacion urbana;virtual;2023;8;108127777;22;2023-8-1
espectaculos publicos;presencial;2023;8;37152299;5;2023-8-1
espectaculos publicos;virtual;2023;8;748050983;10;2023-8-1
estampilla procultura;presencial;2023;8;2087277;3;2023-8-1
estampilla procultura;virtual;2023;8;170635000;10;2023-8-1
impuesto predial;presencial;2023;8;50875727295;135088;2023-8-1
impuesto predial;virtual;2023;8;49376164494;36737;2023-8-1
impuesto telefonico;presencial;2023;8;1678019250;54;2023-8-1
impuesto telefonico;virtual;2023;8;143545177;67;2023-8-1
industria y comercio;presencial;2023;8;10577281779;9287;2023-8-1
industria y comercio;virtual;2023;8;15770789960;5523;2023-8-1
ingresos no tributarios;presencial;2023;8;392063401;255;2023-8-1
ingresos no tributarios;virtual;2023;8;112605197;55;2023-8-1
movilidad;presencial;2023;8;13605255224;46523;2023-8-1
movilidad;virtual;2023;8;199633800;90;2023-8-1
multas codigo de policia;presencial;2023;8;98388247;348;2023-8-1
otros ingresos;presencial;2023;8;1,40664E+11;80;2023-8-1
otros ingresos;virtual;2023;8;156065769;8;2023-8-1
pot;presencial;2023;8;1388963409;210;2023-8-1
publicidad exterior visual;presencial;2023;8;34333848;51;2023-8-1
publicidad exterior visual;virtual;2023;8;181087498;206;2023-8-1
recursos fonset;presencial;2023;8;16195000;2;2023-8-1
recursos fonset;virtual;2023;8;7788982251;88;2023-8-1
rendimientos financieros y recursos no ejecutados;presencial;2023;8;15926283203;105;2023-8-1
rendimientos financieros y recursos no ejecutados;virtual;2023;8;4404021261;235;2023-8-1
rentas contractuales;presencial;2023;8;5220164540;661;2023-8-1
rentas contractuales;virtual;2023;8;64687676;101;2023-8-1
retencion ica;presencial;2023;8;584000;5;2023-8-1
retencion ica;virtual;2023;8;63809605;17;2023-8-1
servicios;presencial;2023;8;7723037;625;2023-8-1
servicios;virtual;2023;8;2253650;125;2023-8-1
sobretasa a la gasolina;presencial;2023;8;12374149000;8;2023-8-1
tasa pro deporte;presencial;2023;8;1837933147;161;2023-8-1
transferencias;presencial;2023;8;1400942130;1;2023-8-1
transferencias;virtual;2023;8;3845235744;40;2023-8-1
alumbrado publico;presencial;2023;9;5929835502;247;2023-9-1
alumbrado publico;virtual;2023;9;252628;1;2023-9-1
aprov.esp.pub;presencial;2023;9;315961674;380;2023-9-1
aprov.esp.pub;virtual;2023;9;11961389;11;2023-9-1
circulacion y transito;presencial;2023;9;1831489755;863;2023-9-1
cuotas partes jubilatorias;presencial;2023;9;544127396;35;2023-9-1
deguello de ganado;virtual;2023;9;381757600;2;2023-9-1
delineacion urbana;presencial;2023;9;1388817154;161;2023-9-1
delineacion urbana;virtual;2023;9;580095730;23;2023-9-1
espectaculos publicos;virtual;2023;9;612702971;9;2023-9-1
estampilla procultura;virtual;2023;9;214158000;12;2023-9-1
impuesto predial;presencial;2023;9;27404710852;79776;2023-9-1
impuesto predial;virtual;2023;9;15855305709;19218;2023-9-1
impuesto telefonico;presencial;2023;9;1682871357;36;2023-9-1
impuesto telefonico;virtual;2023;9;145204465;52;2023-9-1
industria y comercio;presencial;2023;9;1,45881E+11;8931;2023-9-1
industria y comercio;virtual;2023;9;34760943847;7831;2023-9-1
ingresos no tributarios;presencial;2023;9;215254292;230;2023-9-1
ingresos no tributarios;virtual;2023;9;32678916;41;2023-9-1
movilidad;presencial;2023;9;13125608236;46944;2023-9-1
movilidad;virtual;2023;9;105076200;76;2023-9-1
multas codigo de policia;presencial;2023;9;108540611;337;2023-9-1
otros ingresos;presencial;2023;9;1,68414E+11;136;2023-9-1
otros ingresos;virtual;2023;9;31882851;8;2023-9-1
pot;presencial;2023;9;1066009782;203;2023-9-1
publicidad exterior visual;presencial;2023;9;40132794;82;2023-9-1
publicidad exterior visual;virtual;2023;9;219911109;247;2023-9-1
recursos fonset;presencial;2023;9;170246000;1;2023-9-1
recursos fonset;virtual;2023;9;8345224323;101;2023-9-1
rendimientos financieros y recursos no ejecutados;presencial;2023;9;3052681277;80;2023-9-1
rendimientos financieros y recursos no ejecutados;virtual;2023;9;13764181811;344;2023-9-1
rentas contractuales;presencial;2023;9;5161820921;639;2023-9-1
rentas contractuales;virtual;2023;9;180071685;84;2023-9-1
retencion ica;presencial;2023;9;1513553648;56;2023-9-1
retencion ica;virtual;2023;9;8053018228;897;2023-9-1
servicios;presencial;2023;9;7091068;613;2023-9-1
servicios;virtual;2023;9;3383016;178;2023-9-1
sobretasa a la gasolina;presencial;2023;9;12481975647;23;2023-9-1
sobretasa a la gasolina;virtual;2023;9;4388736;1;2023-9-1
tasa pro deporte;presencial;2023;9;1878281913;181;2023-9-1
transferencias;presencial;2023;9;724539;1;2023-9-1
transferencias;virtual;2023;9;3727451738;39;2023-9-1
alumbrado publico;presencial;2023;10;379375521;266;2023-10-1
alumbrado publico;virtual;2023;10;252628;1;2023-10-1
aprov.esp.pub;presencial;2023;10;329704839;409;2023-10-1
aprov.esp.pub;virtual;2023;10;8483708;9;2023-10-1
circulacion y transito;presencial;2023;10;1554449249;579;2023-10-1
cuotas partes jubilatorias;presencial;2023;10;31001056;14;2023-10-1
deguello de ganado;presencial;2023;10;10897981;1;2023-10-1
deguello de ganado;virtual;2023;10;375487700;2;2023-10-1
delineacion urbana;presencial;2023;10;3553186303;164;2023-10-1
delineacion urbana;virtual;2023;10;2521607085;34;2023-10-1
espectaculos publicos;presencial;2023;10;48872850;5;2023-10-1
espectaculos publicos;virtual;2023;10;435266488;6;2023-10-1
estampilla procultura;presencial;2023;10;12320246;3;2023-10-1
estampilla procultura;virtual;2023;10;175334010;12;2023-10-1
impuesto predial;presencial;2023;10;31627652611;69715;2023-10-1
impuesto predial;virtual;2023;10;18203733460;16150;2023-10-1
impuesto telefonico;presencial;2023;10;1637623635;106;2023-10-1
impuesto telefonico;virtual;2023;10;145997658;31;2023-10-1
industria y comercio;presencial;2023;10;6528870191;4798;2023-10-1
industria y comercio;virtual;2023;10;15712578613;4375;2023-10-1
ingresos no tributarios;presencial;2023;10;295012340;274;2023-10-1
ingresos no tributarios;virtual;2023;10;70371951;47;2023-10-1
movilidad;presencial;2023;10;12284170826;42991;2023-10-1
movilidad;virtual;2023;10;132471200;107;2023-10-1
multas codigo de policia;presencial;2023;10;96480601;332;2023-10-1
otros ingresos;presencial;2023;10;1,38535E+11;157;2023-10-1
otros ingresos;virtual;2023;10;6461301;6;2023-10-1
pot;presencial;2023;10;974516080;239;2023-10-1
publicidad exterior visual;presencial;2023;10;25864227;32;2023-10-1
publicidad exterior visual;virtual;2023;10;163195064;178;2023-10-1
recursos fonset;presencial;2023;10;3255017853;5;2023-10-1
recursos fonset;virtual;2023;10;19328990802;99;2023-10-1
rendimientos financieros y recursos no ejecutados;presencial;2023;10;12212361752;50;2023-10-1
rendimientos financieros y recursos no ejecutados;virtual;2023;10;13338953125;333;2023-10-1
rentas contractuales;presencial;2023;10;5194747125;561;2023-10-1
rentas contractuales;virtual;2023;10;205704159;73;2023-10-1
retencion ica;presencial;2023;10;2182000;5;2023-10-1
retencion ica;virtual;2023;10;29192060;37;2023-10-1
servicios;presencial;2023;10;6424050;524;2023-10-1
servicios;virtual;2023;10;3819526;210;2023-10-1
sobretasa a la gasolina;presencial;2023;10;5657470000;5;2023-10-1
tasa pro deporte;presencial;2023;10;2179890777;87;2023-10-1
transferencias;virtual;2023;10;3607219135;39;2023-10-1
alumbrado publico;presencial;2023;11;377008216;242;2023-11-1
aprov.esp.pub;presencial;2023;11;347126090;404;2023-11-1
aprov.esp.pub;virtual;2023;11;8290573;8;2023-11-1
circulacion y transito;presencial;2023;11;1153773078;479;2023-11-1
cuotas partes jubilatorias;presencial;2023;11;5540526823;37;2023-11-1
deguello de ganado;virtual;2023;11;375092900;2;2023-11-1
delineacion urbana;presencial;2023;11;6926110;1;2023-11-1
delineacion urbana;virtual;2023;11;337337830;1;2023-11-1
delineacion urbana;presencial;2023;11;1426669870;162;2023-11-1
delineacion urbana;virtual;2023;11;318456034;28;2023-11-1
espectaculos publicos;presencial;2023;11;12753793;2;2023-11-1
espectaculos publicos;virtual;2023;11;1125368963;7;2023-11-1
estampilla procultura;presencial;2023;11;2589249;1;2023-11-1
estampilla procultura;virtual;2023;11;232628143;11;2023-11-1
impuesto predial;presencial;2023;11;39343281045;100781;2023-11-1
impuesto predial;virtual;2023;11;42999618806;31592;2023-11-1
impuesto telefonico;presencial;2023;11;1621031406;40;2023-11-1
impuesto telefonico;virtual;2023;11;147815069;11;2023-11-1
industria y comercio;presencial;2023;11;1,43772E+11;6381;2023-11-1
industria y comercio;virtual;2023;11;13855982845;3830;2023-11-1
ingresos no tributarios;presencial;2023;11;719966141;245;2023-11-1
ingresos no tributarios;virtual;2023;11;29012264;35;2023-11-1
movilidad;presencial;2023;11;12112254789;43841;2023-11-1
movilidad;virtual;2023;11;154537200;86;2023-11-1
multas codigo de policia;presencial;2023;11;96238155;323;2023-11-1
otros ingresos;presencial;2023;11;1,798E+11;127;2023-11-1
otros ingresos;virtual;2023;11;66454690;12;2023-11-1
pot;presencial;2023;11;741565197;238;2023-11-1
publicidad exterior visual;presencial;2023;11;25994308;47;2023-11-1
publicidad exterior visual;virtual;2023;11;177336943;184;2023-11-1
recursos fonset;presencial;2023;11;125784000;1;2023-11-1
recursos fonset;virtual;2023;11;9640545323;94;2023-11-1
rendimientos financieros y recursos no ejecutados;presencial;2023;11;5602596332;81;2023-11-1
rendimientos financieros y recursos no ejecutados;virtual;2023;11;19270769967;458;2023-11-1
rentas contractuales;presencial;2023;11;5057419036;524;2023-11-1
rentas contractuales;virtual;2023;11;187051003;50;2023-11-1
retencion ica;presencial;2023;11;1470564683;59;2023-11-1
retencion ica;virtual;2023;11;8879018130;942;2023-11-1
servicios;presencial;2023;11;6813186;592;2023-11-1
servicios;virtual;2023;11;2996681;177;2023-11-1
sobretasa a la gasolina;presencial;2023;11;12192789500;12;2023-11-1
tasa pro deporte;presencial;2023;11;2412071337;197;2023-11-1
transferencias;presencial;2023;11;77322723;1;2023-11-1
transferencias;virtual;2023;11;3173264136;36;2023-11-1
alumbrado publico;presencial;2023;12;854862320;1537;2023-12-1
alumbrado publico;virtual;2023;12;119122;1;2023-12-1
aprov.esp.pub;presencial;2023;12;297011341;305;2023-12-1
aprov.esp.pub;virtual;2023;12;6121544;6;2023-12-1
circulacion y transito;presencial;2023;12;1148680545;464;2023-12-1
cuotas partes jubilatorias;presencial;2023;12;285407814;34;2023-12-1
deguello de ganado;virtual;2023;12;376244700;2;2023-12-1
delineacion urbana;presencial;2023;12;1157243020;212;2023-12-1
delineacion urbana;virtual;2023;12;2323364793;35;2023-12-1
espectaculos publicos;virtual;2023;12;878025751;3;2023-12-1
estampilla procultura;presencial;2023;12;878466;4;2023-12-1
estampilla procultura;virtual;2023;12;219100000;10;2023-12-1
impuesto predial;presencial;2023;12;32018753735;92450;2023-12-1
impuesto predial;virtual;2023;12;24601927973;31565;2023-12-1
impuesto telefonico;presencial;2023;12;1600415552;31;2023-12-1
impuesto telefonico;virtual;2023;12;160611135;8;2023-12-1
industria y comercio;presencial;2023;12;1,1065E+11;5613;2023-12-1
industria y comercio;virtual;2023;12;8451002173;2827;2023-12-1
ingresos no tributarios;presencial;2023;12;4458170419;249;2023-12-1
ingresos no tributarios;virtual;2023;12;30472983;35;2023-12-1
movilidad;presencial;2023;12;13946743153;53076;2023-12-1
movilidad;virtual;2023;12;810358700;142;2023-12-1
multas codigo de policia;presencial;2023;12;108697939;211;2023-12-1
otros ingresos;presencial;2023;12;1,34291E+11;132;2023-12-1
otros ingresos;virtual;2023;12;1715046176;18;2023-12-1
pot;presencial;2023;12;1277499704;257;2023-12-1
publicidad exterior visual;presencial;2023;12;23128853;40;2023-12-1
publicidad exterior visual;virtual;2023;12;153985955;162;2023-12-1
recursos fonset;presencial;2023;12;5054713;2;2023-12-1
recursos fonset;virtual;2023;12;9288093224;206;2023-12-1
rendimientos financieros y recursos no ejecutados;presencial;2023;12;4737699268;86;2023-12-1
rendimientos financieros y recursos no ejecutados;virtual;2023;12;14923589410;370;2023-12-1
rentas contractuales;presencial;2023;12;5287744104;652;2023-12-1
rentas contractuales;virtual;2023;12;643942881;75;2023-12-1
retencion ica;presencial;2023;12;3379000;13;2023-12-1
retencion ica;virtual;2023;12;37613399;21;2023-12-1
servicios;presencial;2023;12;4644867;404;2023-12-1
servicios;virtual;2023;12;2962152;171;2023-12-1
sobretasa a la gasolina;presencial;2023;12;22857765568;23;2023-12-1
tasa pro deporte;presencial;2023;12;2141971185;249;2023-12-1
transferencias;presencial;2023;12;450000000;2;2023-12-1
transferencias;virtual;2023;12;3230671594;38;2023-12-1
alumbrado publico;presencial;2024;1;343629485;234;2024-1-1
alumbrado publico;virtual;2024;1;355406;1;2024-1-1
aprov.esp.pub;presencial;2024;1;273353560;306;2024-1-1
aprov.esp.pub;virtual;2024;1;1902397;1;2024-1-1
circulacion y transito;presencial;2024;1;85205249;1136;2024-1-1
cuotas partes jubilatorias;presencial;2024;1;4257708;5;2024-1-1
deguello de ganado;virtual;2024;1;410352300;2;2024-1-1
delineacion urbana;presencial;2024;1;698070278;138;2024-1-1
delineacion urbana;virtual;2024;1;5747787505;21;2024-1-1
espectaculos publicos;virtual;2024;1;188272637;3;2024-1-1
estampilla procultura;presencial;2024;1;3058000;1;2024-1-1
estampilla procultura;virtual;2024;1;381541886;14;2024-1-1
impuesto de vehiculos automotores;presencial;2024;1;2328728450;50;2024-1-1
impuesto predial;presencial;2024;1;18681142464;16258;2024-1-1
impuesto predial;virtual;2024;1;22632214544;14784;2024-1-1
impuesto telefonico;presencial;2024;1;1706805478;25;2024-1-1
industria y comercio;presencial;2024;1;1641076103;2242;2024-1-1
industria y comercio;virtual;2024;1;4231564767;1879;2024-1-1
ingresos no tributarios;presencial;2024;1;167024904;176;2024-1-1
ingresos no tributarios;virtual;2024;1;34102026;37;2024-1-1
movilidad;presencial;2024;1;14562397770;52001;2024-1-1
movilidad;virtual;2024;1;196280500;60;2024-1-1
multas codigo de policia;presencial;2024;1;151448636;288;2024-1-1
otros ingresos;presencial;2024;1;8432294247;100;2024-1-1
otros ingresos;virtual;2024;1;7422112;5;2024-1-1
pot;presencial;2024;1;566523200;215;2024-1-1
pot;virtual;2024;1;29600863;18;2024-1-1
publicidad exterior visual;presencial;2024;1;30526820;46;2024-1-1
publicidad exterior visual;virtual;2024;1;141504713;157;2024-1-1
recursos fonset;presencial;2024;1;603149751;1;2024-1-1
recursos fonset;virtual;2024;1;16873068475;40;2024-1-1
rendimientos financieros y recursos no ejecutados;presencial;2024;1;659337518;116;2024-1-1
rendimientos financieros y recursos no ejecutados;virtual;2024;1;1135036272;54;2024-1-1
rentas contractuales;presencial;2024;1;5479798448;469;2024-1-1
rentas contractuales;virtual;2024;1;367393134;47;2024-1-1
retencion ica;presencial;2024;1;1957148000;54;2024-1-1
retencion ica;virtual;2024;1;9183832597;930;2024-1-1
servicios;presencial;2024;1;6560349;415;2024-1-1
servicios;virtual;2024;1;3020855;160;2024-1-1
sobretasa a la gasolina;presencial;2024;1;13102685000;11;2024-1-1
tasa pro deporte;presencial;2024;1;3940593138;61;2024-1-1
transferencias;presencial;2024;1;216975475;2;2024-1-1
transferencias;virtual;2024;1;1097287123;31;2024-1-1
alumbrado publico;presencial;2024;2;539880905;598;2024-2-1
aprov.esp.pub;presencial;2024;2;362654392;487;2024-2-1
aprov.esp.pub;virtual;2024;2;15572213;10;2024-2-1
circulacion y transito;presencial;2024;2;220025510;2288;2024-2-1
